ticker,date,ret,ret_raw,rs,tier,is_vcp,dist
HUBS,2023-07-21,-8.0,-18.28,94,A,False,-4.3
HUBS,2023-08-21,-8.0,-6.84,76,C,False,-13.4
HUBS,2023-09-20,-8.0,12.34,84,C,False,-13.0
HUBS,2023-11-17,25.74,25.74,70,C,False,-19.3
HUBS,2023-12-19,9.37,9.37,80,B,False,-2.3
HUBS,2024-04-22,-8.0,-22.84,74,B,False,-7.2
APP,2023-08-31,-8.0,-13.28,99,C,False,-25.2
APP,2023-10-31,12.4,12.4,99,C,False,-17.2
APP,2023-11-30,65.07,65.07,99,C,False,-14.8
APP,2024-02-01,76.93,76.93,99,C,False,-12.0
APP,2024-03-04,33.67,33.67,99,A,False,-0.6
APP,2024-05-02,-5.17,-5.17,99,B,False,-7.4
APP,2024-06-03,-8.0,6.57,99,A,False,-4.3
APP,2024-07-03,-8.0,51.06,99,A,False,0.0
APP,2024-09-03,286.46,286.46,99,B,False,-5.1
APP,2024-10-02,160.19,160.19,99,A,False,0.0
APP,2024-12-02,-8.0,-23.77,99,A,False,0.0
APP,2025-07-08,70.27,70.27,99,C,False,-32.4
APP,2025-08-06,55.84,55.84,99,C,False,-23.4
APP,2025-09-05,39.48,39.48,99,A,False,-3.9
TTD,2020-10-16,29.03,29.03,99,B,False,-7.5
TTD,2020-11-16,13.45,13.45,99,B,False,-8.9
TTD,2021-02-18,-8.0,-39.86,99,C,True,-12.8
TTD,2021-03-19,-8.0,-16.97,99,C,False,-24.5
TTD,2021-08-18,-8.0,45.18,82,C,False,-20.8
TTD,2021-11-16,-8.0,-27.53,99,A,False,0.0
TTD,2023-05-19,9.76,9.76,74,C,False,-31.7
TTD,2023-06-21,2.39,2.39,91,C,True,-10.4
TTD,2023-07-21,-8.0,-9.85,98,B,False,-7.2
TTD,2023-10-19,-8.0,-8.54,73,C,False,-16.9
TTD,2024-11-19,-8.0,-37.87,74,B,False,-9.9
TTD,2024-12-19,-8.0,-50.88,73,B,False,-9.5
TTD,2025-01-23,-8.0,-55.29,72,C,False,-14.6
PANW,2020-12-16,-2.0,-2.0,72,B,False,0.0
PANW,2021-03-19,17.31,17.31,82,C,False,-20.2
PANW,2021-09-17,9.94,9.94,87,B,False,-1.8
PANW,2021-11-16,-8.0,0.24,92,A,True,0.0
PANW,2021-12-16,-8.0,10.18,74,B,False,-5.0
PANW,2022-03-18,-8.0,-17.62,85,B,False,-2.9
PANW,2023-06-21,-8.0,-1.52,78,B,False,-3.1
PANW,2023-08-21,2.82,2.82,78,B,False,-6.6
PANW,2023-10-19,36.55,36.55,79,B,False,-3.3
PANW,2023-11-17,5.81,5.81,76,B,False,-5.4
PANW,2023-12-19,-8.0,-6.8,90,A,False,-1.7
PANW,2024-01-22,-8.0,-18.51,99,A,False,0.0
FTNT,2021-02-18,23.8,23.8,70,B,False,0.0
FTNT,2021-03-19,33.91,33.91,79,B,False,-9.1
FTNT,2021-05-19,41.0,41.0,71,B,False,-2.0
FTNT,2021-06-18,28.17,28.17,85,B,False,-1.4
FTNT,2021-07-20,23.84,23.84,93,A,True,0.0
FTNT,2021-08-18,16.5,16.5,99,B,False,-5.4
FTNT,2021-09-17,7.82,7.82,99,B,False,-6.5
FTNT,2021-10-18,-8.0,-5.59,99,A,False,0.0
FTNT,2021-11-16,-8.0,-6.06,99,A,False,-2.9
FTNT,2021-12-16,-8.0,-0.91,99,B,False,-8.0
FTNT,2022-01-18,-8.0,8.66,92,C,False,-16.1
FTNT,2022-03-18,-8.0,-15.93,83,C,False,-13.0
FTNT,2023-07-21,-8.0,-26.09,73,B,False,-2.6
FTNT,2024-11-19,19.72,19.72,80,B,False,-8.4
FTNT,2024-12-19,7.63,7.63,85,B,False,-4.4
FTNT,2025-01-23,-8.0,3.36,81,B,False,-1.8
FTNT,2025-02-24,-8.0,-5.09,81,B,False,-5.1
FTNT,2025-03-25,-8.0,1.57,80,C,False,-10.9
FTNT,2025-04-24,4.07,4.07,84,C,False,-12.1
FTNT,2025-05-23,-8.0,-24.74,83,B,False,-10.0
FTNT,2025-06-25,-8.0,-19.38,82,B,False,-9.5
ZS,2020-10-16,-8.0,36.91,99,A,True,-2.8
ZS,2020-11-16,67.3,67.3,99,C,False,-16.2
ZS,2020-12-16,-8.0,-1.34,99,A,False,-0.9
ZS,2021-01-19,-8.0,-12.23,99,A,False,0.0
ZS,2021-02-18,-8.0,-26.22,99,A,True,-1.4
ZS,2021-03-19,-8.0,20.4,99,C,False,-19.8
ZS,2021-06-18,26.1,26.1,78,B,False,-3.5
ZS,2021-09-17,-8.0,7.11,95,A,False,-4.1
ZS,2021-10-18,-8.0,-13.98,94,A,False,0.0
ZS,2021-11-16,-8.0,-20.6,99,A,False,0.0
ZS,2021-12-16,-8.0,-24.57,72,C,False,-19.9
ZS,2022-02-16,-8.0,-54.4,75,C,False,-23.8
ZS,2023-10-19,-8.0,42.46,73,C,False,-12.7
ZS,2023-11-17,14.11,14.11,72,B,False,-3.2
ZS,2023-12-19,-8.0,-11.59,95,A,False,0.0
ZS,2024-01-22,-8.0,-29.01,99,A,False,0.0
ZS,2024-02-21,-8.0,-17.27,78,C,False,-16.1
ZS,2024-03-21,-8.0,-9.35,77,C,False,-22.3
ZS,2025-05-23,6.12,6.12,76,B,False,-0.3
ZS,2025-06-25,-8.0,-8.83,98,A,False,0.0
ZS,2025-09-24,-8.0,-19.37,81,C,False,-10.1
NET,2020-10-16,-8.0,39.72,99,B,False,-5.2
NET,2020-11-16,28.28,28.28,99,A,False,-1.4
NET,2020-12-16,-8.0,-12.37,99,A,False,-2.7
NET,2021-02-18,-8.0,-14.49,99,C,False,-11.4
NET,2021-04-20,48.75,48.75,99,C,False,-22.5
NET,2021-06-18,29.24,29.24,99,A,False,0.0
NET,2021-08-18,81.45,81.45,99,B,False,-6.8
NET,2021-09-17,-8.0,0.35,99,A,False,-1.6
NET,2021-10-18,-8.0,-48.2,99,A,False,0.0
NET,2023-12-19,-8.0,12.75,84,B,False,0.0
NET,2024-01-22,0.01,0.01,90,A,False,-1.3
NET,2024-02-21,-8.0,-21.78,76,C,False,-11.9
NET,2025-01-23,-8.0,-4.08,72,B,False,0.0
NET,2025-02-24,-8.0,6.78,92,C,False,-16.1
NET,2025-05-23,23.94,23.94,99,C,False,-10.5
NET,2025-06-25,14.44,14.44,99,A,False,0.0
NET,2025-07-25,9.44,9.44,99,A,False,0.0
NET,2025-09-24,-8.0,-7.12,99,A,False,-4.7
WDAY,2023-06-21,8.17,8.17,70,C,False,-14.8
WDAY,2023-07-21,-8.0,-5.24,72,B,False,-9.4
WDAY,2023-09-20,-8.0,15.21,72,B,False,-5.7
WDAY,2024-02-21,-8.0,-13.41,73,B,False,-2.0
ADSK,2020-12-16,-8.0,-10.5,74,A,True,0.0
ADSK,2021-01-19,-8.0,-7.91,75,B,False,-2.9
NOW,2020-11-16,14.64,14.64,80,B,False,-6.1
NOW,2020-12-16,-8.0,-13.61,85,A,True,0.0
NOW,2021-01-19,-8.0,4.11,75,B,False,-8.1
NOW,2023-10-19,34.37,34.37,74,B,False,-7.6
NOW,2023-11-17,14.3,14.3,76,B,False,0.0
NOW,2023-12-19,9.25,9.25,79,B,False,-1.2
NOW,2024-01-22,-4.05,-4.05,80,B,False,0.0
NOW,2024-02-21,-8.0,3.89,76,B,False,-8.0
NOW,2024-03-21,-8.0,-3.08,72,B,False,-4.9
NOW,2024-04-22,-8.0,6.04,71,C,False,-11.2
NOW,2024-09-20,14.67,14.67,70,B,False,0.0
NOW,2024-12-19,-8.0,-19.86,73,B,False,-6.4
NOW,2025-01-23,-8.0,-17.25,71,B,False,-1.2
ADBE,2023-07-21,6.83,6.83,72,B,False,-2.3
ADBE,2023-09-20,12.85,12.85,89,B,False,-5.2
ADBE,2023-10-19,-8.0,8.61,94,A,False,-1.6
ADBE,2023-11-17,-8.0,-10.64,94,A,False,-0.3
ADBE,2023-12-19,-8.0,-15.45,78,B,False,-4.6
ADBE,2024-01-22,-8.0,-22.65,75,B,False,-4.7
TWLO,2020-10-16,-8.0,17.09,99,A,False,-3.4
TWLO,2020-11-16,59.23,59.23,99,C,False,-17.6
TWLO,2020-12-16,-8.0,1.4,99,A,False,0.0
TWLO,2021-02-18,-8.0,-32.72,99,A,False,0.0
TWLO,2021-03-19,-8.0,3.32,99,C,False,-19.8
TWLO,2023-12-19,-8.0,-20.95,74,C,False,-20.7
TWLO,2024-11-19,22.49,22.49,81,B,False,-3.5
TWLO,2024-12-19,-8.0,-0.13,89,B,False,-7.8
TWLO,2025-01-23,-8.0,-17.52,91,A,False,-1.4
TWLO,2025-02-24,-8.0,-3.84,99,C,False,-20.4
TWLO,2025-05-23,-8.0,-7.84,97,C,False,-23.5
TWLO,2025-07-25,-8.0,-15.44,99,C,False,-11.7
AI,2023-05-30,-8.0,-29.97,99,A,False,0.0
AI,2023-06-29,-8.0,-29.92,99,C,False,-22.6
AI,2024-02-29,-8.0,-22.72,99,C,False,-20.3
CLS,2020-11-16,16.25,16.25,75,C,False,-21.9
CLS,2022-02-16,-8.0,-11.46,79,B,False,-2.9
CLS,2022-03-18,-8.0,-22.07,76,B,False,-5.1
CLS,2022-05-18,-8.0,5.34,73,C,False,-14.0
CLS,2023-01-19,-5.89,-5.89,78,B,False,-2.4
CLS,2023-06-21,52.61,52.61,71,B,False,-0.3
CLS,2023-07-21,62.2,62.2,76,B,False,-2.4
CLS,2023-08-21,35.64,35.64,99,B,False,-5.9
CLS,2023-09-20,30.69,30.69,99,B,False,-6.9
CLS,2023-10-19,-8.0,21.46,99,A,False,-4.5
CLS,2023-11-17,32.62,32.62,99,A,False,0.0
CLS,2023-12-19,60.14,60.14,99,A,False,-0.3
CLS,2024-01-22,35.84,35.84,99,A,False,0.0
CLS,2024-02-21,41.51,41.51,99,B,False,-6.7
CLS,2024-03-21,-8.0,18.83,99,A,False,-0.7
CLS,2024-04-22,34.67,34.67,99,C,False,-13.0
CLS,2024-05-21,-8.0,1.96,99,A,False,-0.1
CLS,2024-06-21,-8.0,-12.84,99,B,False,-5.9
CLS,2024-07-23,-8.0,-2.07,99,B,False,-8.5
CLS,2024-10-21,116.87,116.87,88,C,False,-10.4
CLS,2024-11-19,27.71,27.71,99,A,False,0.0
CLS,2024-12-19,-8.0,4.64,99,B,False,-6.2
CLS,2025-01-23,-8.0,-25.04,99,A,False,-0.3
CLS,2025-02-24,-8.0,7.75,99,C,False,-22.8
CLS,2025-05-23,61.47,61.47,99,C,False,-16.8
CLS,2025-06-25,61.34,61.34,99,A,False,0.0
CLS,2025-07-25,66.1,66.1,99,A,True,0.0
CLS,2025-09-24,26.2,26.2,99,B,False,-6.7
VRT,2020-11-16,15.17,15.17,87,B,False,-4.1
VRT,2020-12-16,9.07,9.07,85,B,True,-5.8
VRT,2021-01-19,5.68,5.68,89,B,False,0.0
VRT,2021-02-18,-8.0,11.55,75,B,False,-1.9
VRT,2021-04-20,24.7,24.7,76,B,False,-3.1
VRT,2021-06-18,-8.0,-9.15,78,A,True,-1.6
VRT,2021-07-20,-8.0,-14.51,80,B,False,-1.6
VRT,2021-08-18,-8.0,-0.41,72,B,False,-4.2
VRT,2023-06-21,61.6,61.6,99,A,False,-4.1
VRT,2023-07-21,45.72,45.72,99,A,False,-3.9
VRT,2023-08-21,23.44,23.44,99,A,False,-3.2
VRT,2023-09-20,32.67,32.67,99,B,False,-6.9
VRT,2023-10-19,42.92,42.92,99,C,False,-10.5
VRT,2023-11-17,35.33,35.33,99,A,False,-0.7
VRT,2023-12-19,66.88,66.88,99,A,False,-0.4
VRT,2024-01-22,42.37,42.37,99,A,False,-0.4
VRT,2024-02-21,69.37,69.37,99,B,False,-9.9
VRT,2024-03-21,-8.0,10.39,99,A,False,0.0
VRT,2024-04-22,19.66,19.66,99,C,False,-11.9
VRT,2024-05-21,-8.0,-21.3,99,B,False,-5.2
VRT,2024-06-21,-8.0,4.36,99,C,False,-14.6
VRT,2024-07-23,-8.0,23.23,99,C,False,-14.3
VRT,2024-09-20,22.14,22.14,99,C,False,-10.9
VRT,2024-10-21,36.95,36.95,99,A,True,-1.9
VRT,2024-11-19,-8.0,-35.4,99,A,False,0.0
VRT,2024-12-19,-8.0,-20.63,99,C,False,-18.4
VRT,2025-01-23,-8.0,-45.33,99,A,False,0.0
VRT,2025-07-25,-8.0,33.3,90,C,False,-10.4
VRT,2025-08-25,27.88,27.88,96,C,False,-18.5
VRT,2025-09-24,17.44,17.44,80,B,False,-7.6
RKLB,2021-09-13,-8.0,-17.14,80,C,False,-25.7
RKLB,2024-09-16,231.34,231.34,92,B,False,-7.1
RKLB,2024-11-13,47.32,47.32,99,A,False,0.0
RKLB,2024-12-13,-8.0,-23.1,99,C,False,-10.5
RKLB,2025-02-18,-8.0,-6.99,99,C,False,-12.1
RKLB,2025-05-19,58.6,58.6,99,C,False,-18.3
RKLB,2025-06-18,69.41,69.41,99,C,False,-11.8
RKLB,2025-07-21,-8.0,40.43,99,B,False,-8.2
RKLB,2025-09-18,-8.0,14.37,99,C,False,-12.7
DKNG,2020-11-16,36.39,36.39,99,C,False,-33.0
DKNG,2021-03-19,-8.0,-33.23,99,A,False,0.0
DKNG,2021-04-20,-8.0,-17.75,99,C,False,-22.6
DKNG,2023-05-19,13.19,13.19,99,C,False,-27.8
DKNG,2023-06-21,20.56,20.56,99,B,False,-8.4
DKNG,2023-08-21,40.6,40.6,80,C,False,-15.7
DKNG,2023-10-19,36.87,36.87,99,C,False,-14.4
DKNG,2023-11-17,-8.0,6.2,99,A,False,0.0
DKNG,2023-12-19,-8.0,34.13,99,B,False,-8.3
DKNG,2024-01-22,6.88,6.88,99,A,False,-2.7
DKNG,2024-02-21,6.45,6.45,93,B,False,-8.6
DKNG,2024-03-21,-8.0,-12.43,99,A,False,0.0
DKNG,2024-04-22,-8.0,-6.83,91,C,False,-16.7
DKNG,2024-06-21,-8.0,-6.45,73,C,False,-13.7
MSTR,2020-11-16,354.95,354.95,79,B,False,0.0
MSTR,2020-12-16,159.78,159.78,99,C,False,-12.7
MSTR,2021-01-19,-8.0,9.16,99,B,False,-6.1
MSTR,2021-02-18,-8.0,-50.97,99,C,False,-27.1
MSTR,2023-07-21,-8.0,-21.6,93,C,False,-16.0
MSTR,2023-09-20,71.32,71.32,82,C,False,-29.2
MSTR,2023-10-19,37.34,37.34,79,C,False,-25.9
MSTR,2023-11-17,38.37,38.37,99,A,False,-4.5
MSTR,2023-12-19,-8.0,179.94,99,A,False,-4.7
MSTR,2024-01-22,181.59,181.59,95,C,False,-31.4
MSTR,2024-02-21,146.05,146.05,99,C,False,-12.6
MSTR,2024-03-21,-8.0,-7.22,99,C,False,-10.3
MSTR,2024-06-21,-8.0,-2.42,99,C,False,-22.7
MSTR,2024-07-23,-8.0,27.22,99,C,False,-10.3
MSTR,2024-08-21,-8.0,204.44,99,C,False,-26.3
MSTR,2024-09-20,125.49,125.49,99,C,False,-24.6
MSTR,2024-10-21,70.34,70.34,99,A,False,0.0
MSTR,2024-11-19,-8.0,-34.32,99,A,False,0.0
MSTR,2024-12-19,-8.0,4.7,99,C,False,-31.1
MSTR,2025-03-25,-8.0,13.71,99,C,False,-27.9
MSTR,2025-04-24,15.86,15.86,99,C,False,-26.1
MSTR,2025-05-23,-8.0,-7.12,99,C,False,-22.0
MSTR,2025-06-25,-8.0,-16.82,99,C,False,-18.0
MSTR,2025-07-25,-8.0,-29.8,99,C,False,-14.3
UPST,2021-10-04,-8.0,-50.08,99,C,False,-13.8
UPST,2021-11-02,-8.0,-69.26,99,C,False,-11.8
UPST,2024-12-05,-8.0,-36.45,99,B,False,-9.4
UPST,2025-07-11,-8.0,-30.75,99,C,False,-14.8
FRPT,2020-11-16,21.5,21.5,99,A,False,-3.9
FRPT,2020-12-16,13.56,13.56,99,B,False,-6.2
FRPT,2021-01-19,17.94,17.94,99,A,False,-2.5
FRPT,2021-02-18,-8.0,5.55,98,B,False,-7.5
FRPT,2021-03-19,7.02,7.02,99,C,False,-13.1
FRPT,2021-05-19,-8.0,-24.72,90,B,False,-8.9
FRPT,2021-06-18,-8.0,-7.74,74,C,False,-13.2
FRPT,2023-08-21,-8.0,-9.81,82,C,False,-32.0
FRPT,2023-12-19,33.57,33.57,71,B,False,0.0
FRPT,2024-01-22,19.85,19.85,74,A,True,-0.3
FRPT,2024-05-21,-8.0,4.84,97,A,False,-1.6
FRPT,2024-06-21,-8.0,8.99,94,A,False,-1.2
FRPT,2024-07-23,14.04,14.04,87,C,False,-11.5
FRPT,2024-11-19,-8.0,-31.21,91,A,False,-0.0
FRPT,2024-12-19,-8.0,-39.02,70,B,False,-9.8
FRPT,2025-01-23,-8.0,-52.46,78,B,False,-0.4
COIN,2023-10-30,74.18,74.18,97,C,False,-33.2
COIN,2023-11-29,-8.0,60.98,99,A,False,-0.4
COIN,2023-12-29,-8.0,41.35,99,B,False,-6.7
COIN,2024-01-31,-8.0,63.88,99,C,False,-31.2
COIN,2024-03-01,9.79,9.79,99,A,False,0.0
COIN,2024-04-02,-8.0,-7.46,99,C,False,-12.1
COIN,2024-05-31,-8.0,-18.84,99,C,False,-19.2
COIN,2024-07-02,-8.0,-27.47,99,C,False,-18.7
COIN,2024-08-01,-8.0,-0.42,99,C,False,-24.0
COIN,2024-10-30,-8.0,34.32,99,C,False,-24.3
COIN,2024-11-29,-8.0,-24.9,99,B,False,-9.0
COIN,2025-07-07,-8.0,6.42,99,A,False,-4.8
HOOD,2023-12-14,-8.0,50.62,78,B,False,-7.9
HOOD,2024-02-15,33.38,33.38,98,A,False,0.0
HOOD,2024-03-18,-8.0,22.19,99,A,True,0.0
HOOD,2024-05-16,-8.0,11.62,99,C,False,-11.1
HOOD,2024-06-17,-8.0,1.75,99,B,False,-6.1
HOOD,2024-07-18,-8.0,17.96,99,B,False,-7.3
HOOD,2024-08-16,61.26,61.26,99,C,False,-18.9
HOOD,2024-09-17,90.81,90.81,99,B,False,-8.1
HOOD,2024-10-16,-8.0,78.8,99,A,False,-0.3
HOOD,2024-11-14,83.83,83.83,99,A,False,-2.4
HOOD,2024-12-16,-8.0,1.06,99,A,False,0.0
HOOD,2025-01-17,-8.0,-17.24,99,A,False,0.0
HOOD,2025-02-19,-8.0,9.59,99,B,False,-9.3
HOOD,2025-03-20,-8.0,79.8,99,C,False,-33.1
HOOD,2025-05-20,62.29,62.29,99,A,False,-0.6
HOOD,2025-07-22,33.33,33.33,99,B,False,-7.2
HOOD,2025-08-20,8.51,8.51,99,B,False,-8.4
HOOD,2025-09-19,-8.0,-6.11,99,A,False,0.0
PYPL,2020-10-16,-8.0,20.93,96,A,True,-3.0
PYPL,2020-11-16,51.51,51.51,83,B,False,-9.9
PYPL,2021-01-19,-8.0,6.95,99,A,False,0.0
PYPL,2021-02-18,-8.0,-15.88,99,A,False,-4.6
PYPL,2021-05-19,9.9,9.9,74,C,False,-19.7
GS,2021-02-18,16.1,16.1,73,B,False,-0.9
GS,2021-03-19,1.69,1.69,92,A,False,-1.3
GS,2021-04-20,10.28,10.28,79,B,False,-4.9
GS,2021-05-19,11.65,11.65,88,B,False,-3.4
GS,2021-06-18,12.77,12.77,79,C,False,-10.9
GS,2021-07-20,13.97,13.97,73,B,False,-6.8
GS,2021-08-18,1.57,1.57,84,B,False,-3.9
GS,2021-09-17,2.05,2.05,81,B,False,-6.3
GS,2021-10-18,-8.0,-13.88,86,B,False,-1.0
GS,2021-12-16,-8.0,-12.57,70,B,False,-5.8
GS,2024-11-19,8.23,8.23,72,B,False,-3.5
GS,2025-01-23,-8.0,-14.3,75,B,False,0.0
GS,2025-02-24,-8.0,-3.93,76,B,False,-6.9
GS,2025-03-25,-8.0,14.89,71,C,False,-12.4
GS,2025-06-25,18.93,18.93,74,B,False,0.0
GS,2025-07-25,3.54,3.54,73,A,True,0.0
GS,2025-08-25,5.33,5.33,71,A,True,-1.1
GS,2025-09-24,14.35,14.35,76,B,False,-1.7
MS,2021-01-19,-8.0,3.6,77,B,False,-1.9
MS,2021-03-19,1.82,1.82,99,A,False,-1.7
MS,2021-04-20,19.95,19.95,85,B,False,-8.4
MS,2021-05-19,18.54,18.54,90,A,False,-2.3
MS,2021-06-18,21.89,21.89,76,C,False,-10.5
MS,2021-07-20,10.65,10.65,76,B,False,-1.7
MS,2021-08-18,0.13,0.13,86,B,False,-3.3
MS,2021-09-17,-0.74,-0.74,84,A,True,-3.5
MS,2021-10-18,-6.66,-6.66,87,B,False,-3.8
MS,2021-11-16,1.16,1.16,72,B,False,-3.9
MS,2024-11-19,-8.0,-1.06,74,B,False,-1.4
MS,2025-01-23,-8.0,-15.55,74,B,False,-0.1
MS,2025-02-24,-8.0,-2.22,75,B,False,-7.9
MS,2025-03-25,-8.0,10.88,70,C,False,-11.3
MS,2025-06-25,15.43,15.43,70,B,False,-1.6
MS,2025-08-25,7.78,7.78,70,B,False,-0.6
MS,2025-09-24,14.39,14.39,72,B,False,-1.8
BAC,2021-04-20,-0.61,-0.61,72,B,False,-4.9
BAC,2021-05-19,-8.0,-2.4,81,A,True,-1.8
BAC,2021-10-18,0.44,0.44,82,B,False,-0.2
AXP,2021-05-19,5.06,5.06,70,B,False,-2.7
AXP,2021-07-20,4.97,4.97,75,B,False,-2.7
AXP,2021-08-18,11.87,11.87,71,B,False,-6.6
AXP,2021-10-18,-8.0,-5.79,71,B,False,0.0
AXP,2022-02-16,-8.0,-21.09,75,B,False,0.0
AXP,2024-04-22,6.28,6.28,72,B,False,0.0
AXP,2024-09-20,9.24,9.24,71,B,False,0.0
AXP,2024-11-19,3.74,3.74,72,B,False,-3.3
AXP,2024-12-19,-8.0,-4.48,72,B,False,-4.1
AXP,2025-01-23,-8.0,-17.69,78,B,False,0.0
SCHW,2021-01-19,-8.0,7.88,76,B,False,-3.2
SCHW,2021-02-18,15.28,15.28,80,B,False,0.0
SCHW,2021-04-20,6.95,6.95,78,B,False,-6.5
SCHW,2021-05-19,1.35,1.35,90,A,False,-2.8
SCHW,2021-06-18,1.1,1.1,83,B,False,-8.1
SCHW,2021-07-20,18.85,18.85,81,C,False,-10.6
SCHW,2021-10-18,14.67,14.67,89,B,False,-0.4
SCHW,2021-11-16,9.42,9.42,71,A,True,-1.9
SCHW,2021-12-16,-8.0,7.51,70,B,False,0.0
SCHW,2022-01-18,-8.0,-16.38,74,B,False,-3.5
SCHW,2022-02-16,-8.0,-28.95,70,B,False,-6.3
SCHW,2025-07-25,-2.26,-2.26,70,B,False,0.0
SCHW,2025-08-25,-5.64,-5.64,70,B,False,-2.5
COST,2021-12-16,-8.0,1.73,71,B,False,-2.3
COST,2022-03-18,-8.0,-20.3,82,B,False,-1.0
COST,2022-04-19,-8.0,-11.65,83,B,False,-2.3
COST,2022-07-20,-8.0,-9.56,77,C,False,-13.6
COST,2022-08-18,-8.0,-6.4,73,B,True,-7.4
COST,2024-05-21,10.21,10.21,73,A,True,0.0
COST,2024-06-21,7.07,7.07,72,A,True,-2.6
BKNG,2023-03-21,2.82,2.82,76,B,False,-4.9
BKNG,2023-05-19,-8.0,10.37,72,B,False,-0.6
BKNG,2023-07-21,-4.72,-4.72,73,B,False,-2.0
BKNG,2023-08-21,-8.0,2.73,74,B,False,-5.9
BKNG,2023-09-20,-8.0,14.55,75,B,False,-5.4
BKNG,2023-10-19,25.88,25.88,70,C,False,-14.1
BKNG,2023-11-17,19.32,19.32,71,B,False,-3.3
BKNG,2023-12-19,4.04,4.04,81,B,False,0.0
BKNG,2024-11-19,1.62,1.62,70,B,False,-1.7
BKNG,2025-08-25,-8.0,-16.26,70,B,False,-1.9
MELI,2020-10-16,50.48,50.48,99,A,False,0.0
MELI,2020-11-16,47.02,47.02,99,C,False,-13.4
MELI,2020-12-16,-8.0,-13.22,99,A,True,0.0
MELI,2021-01-19,-8.0,-19.85,99,A,False,0.0
MELI,2023-03-21,-0.78,-0.78,85,C,False,-28.6
MELI,2023-05-19,-8.0,-6.28,89,B,False,-3.4
MELI,2023-06-21,-8.0,9.53,95,B,False,-9.6
MELI,2023-12-19,-8.0,-4.56,88,B,False,-1.3
MELI,2024-01-22,-8.0,-22.1,82,B,False,0.0
MELI,2024-02-21,-8.0,1.97,74,B,False,-3.2
MELI,2024-09-20,-8.0,-20.81,72,B,False,-1.7
MELI,2024-10-21,-8.0,-12.94,83,B,False,-1.8
MELI,2025-03-25,-8.0,15.94,72,B,False,-3.0
MELI,2025-06-25,-8.0,-1.16,90,A,False,-2.5
SHOP,2020-11-16,50.62,50.62,99,C,False,-19.0
SHOP,2021-02-18,-8.0,-15.47,99,B,False,-6.1
SHOP,2021-05-19,27.24,27.24,70,C,False,-20.6
SHOP,2021-06-18,1.32,1.32,72,B,False,-0.5
SHOP,2021-11-16,-8.0,-55.42,85,B,False,0.0
SHOP,2023-07-21,-8.0,-20.95,96,C,False,-29.1
SHOP,2023-08-21,-8.0,26.72,80,C,False,-30.9
SHOP,2023-09-20,-8.0,37.53,85,C,False,-19.0
SHOP,2023-11-17,10.61,10.61,83,B,False,-2.9
SHOP,2023-12-19,-8.0,1.58,96,A,False,0.0
SHOP,2024-01-22,-8.0,-12.1,99,A,False,-1.4
SHOP,2024-02-21,-8.0,-24.57,82,C,False,-16.7
SHOP,2024-04-22,-8.0,-11.18,79,C,False,-22.2
SHOP,2024-11-19,10.41,10.41,84,B,False,-9.1
SHOP,2024-12-19,-8.0,2.57,75,C,False,-10.4
SHOP,2025-02-24,-8.0,-12.1,84,C,False,-10.7
SHOP,2025-03-25,-8.0,3.71,79,C,False,-15.1
SHOP,2025-05-23,38.44,38.44,85,C,False,-21.5
SHOP,2025-09-24,13.91,13.91,89,B,False,-5.3
UBER,2020-11-16,19.89,19.89,82,B,False,0.0
UBER,2020-12-16,13.05,13.05,85,B,False,-8.0
UBER,2021-01-19,-8.0,-1.46,94,B,False,-5.2
UBER,2021-02-18,-8.0,-16.15,91,B,False,-6.6
UBER,2021-04-20,-8.0,-16.51,89,C,False,-12.2
UBER,2023-05-19,13.91,13.91,88,C,False,-11.8
UBER,2023-06-21,9.12,9.12,99,A,False,-2.2
UBER,2023-07-21,-8.0,-9.55,99,A,False,-0.4
UBER,2023-10-19,51.1,51.1,83,C,False,-13.6
UBER,2023-11-17,40.41,40.41,87,B,False,0.0
UBER,2023-12-19,29.19,29.19,99,A,False,-1.0
UBER,2024-02-21,-8.0,-16.31,99,B,False,-6.1
UBER,2024-03-21,-8.0,-12.51,99,A,False,-1.4
UBER,2024-04-22,-2.12,-2.12,99,C,False,-15.2
UBER,2024-05-21,-8.0,14.87,72,C,False,-21.4
UBER,2024-10-21,-8.0,-15.11,74,B,False,-6.8
UBER,2025-05-23,8.44,8.44,72,B,False,-5.1
UBER,2025-06-25,7.57,7.57,74,B,False,-1.7
ABNB,2023-08-01,-8.0,-21.46,79,C,False,-20.2
ABNB,2024-01-31,8.34,8.34,76,B,False,-6.0
ABNB,2024-03-01,-8.0,-9.26,79,B,False,0.0
DUOL,2023-03-15,25.98,25.98,95,C,False,-34.6
DUOL,2023-05-15,-8.74,-8.74,99,A,False,-3.1
DUOL,2023-06-14,-8.0,2.05,99,B,False,-7.3
DUOL,2023-07-17,-8.0,1.02,99,B,False,-5.1
DUOL,2023-09-14,-8.0,47.5,92,B,False,-5.4
DUOL,2023-10-13,-8.0,31.4,87,B,False,-8.8
DUOL,2023-11-13,-8.0,-11.14,99,A,False,0.0
DUOL,2023-12-13,-8.0,-7.18,99,A,True,0.0
DUOL,2024-02-14,-8.0,-6.47,99,C,False,-21.4
DUOL,2024-03-15,-8.0,-7.95,99,C,False,-10.3
DUOL,2024-08-15,59.84,59.84,96,C,False,-18.7
DUOL,2024-09-16,44.47,44.47,87,B,False,-6.0
DUOL,2024-11-13,36.47,36.47,99,A,False,-1.1
