ticker,scan_date,entry_date,exit_date,hold_days,entry,exit,return_pct,spy_ret,alpha,rs,score,year
CRWD,2021-06-30,2021-07-01,2021-07-14,7,251.16,254.23,1.22,0.58,0.64,90,8,2021
CRWD,2021-06-30,2021-07-01,2021-08-03,21,251.16,254.34,1.27,1.71,-0.45,90,8,2021
CRWD,2021-06-30,2021-07-01,2021-10-01,63,251.16,249.27,-0.75,0.44,-1.19,90,8,2021
HUBS,2021-06-30,2021-07-01,2021-07-14,7,586.09,554.68,-5.36,0.58,-5.94,99,8,2021
HUBS,2021-06-30,2021-07-01,2021-08-03,21,586.09,583.89,-0.38,1.71,-2.09,99,8,2021
HUBS,2021-06-30,2021-07-01,2021-10-01,63,586.09,684.23,16.74,0.44,16.3,99,8,2021
FTNT,2021-06-30,2021-07-01,2021-07-14,7,48.47,51.17,5.57,0.58,4.99,99,8,2021
FTNT,2021-06-30,2021-07-01,2021-08-03,21,48.47,59.55,22.87,1.71,21.16,99,8,2021
FTNT,2021-06-30,2021-07-01,2021-10-01,63,48.47,59.6,22.97,0.44,22.53,99,8,2021
NET,2021-06-30,2021-07-01,2021-07-14,7,104.39,104.38,-0.01,0.58,-0.59,99,8,2021
NET,2021-06-30,2021-07-01,2021-08-03,21,104.39,119.57,14.54,1.71,12.83,99,8,2021
NET,2021-06-30,2021-07-01,2021-10-01,63,104.39,114.98,10.14,0.44,9.7,99,8,2021
PYPL,2021-06-30,2021-07-01,2021-07-14,7,286.52,298.17,4.07,0.58,3.48,72,8,2021
PYPL,2021-06-30,2021-07-01,2021-08-03,21,286.52,271.15,-5.36,1.71,-7.08,72,8,2021
PYPL,2021-06-30,2021-07-01,2021-10-01,63,286.52,262.38,-8.43,0.44,-8.87,72,8,2021
GS,2021-06-30,2021-07-01,2021-07-14,7,332.21,331.69,-0.16,0.58,-0.74,85,8,2021
GS,2021-06-30,2021-07-01,2021-08-03,21,332.21,336.97,1.43,1.71,-0.28,85,8,2021
GS,2021-06-30,2021-07-01,2021-10-01,63,332.21,338.28,1.83,0.44,1.39,85,8,2021
MS,2021-06-30,2021-07-01,2021-07-14,7,78.33,78.71,0.48,0.58,-0.1,78,8,2021
MS,2021-06-30,2021-07-01,2021-08-03,21,78.33,82.83,5.75,1.71,4.03,78,8,2021
MS,2021-06-30,2021-07-01,2021-10-01,63,78.33,84.93,8.43,0.44,7.99,78,8,2021
AXP,2021-06-30,2021-07-01,2021-07-14,7,157.53,162.79,3.34,0.58,2.76,79,8,2021
AXP,2021-06-30,2021-07-01,2021-08-03,21,157.53,159.51,1.26,1.71,-0.46,79,8,2021
AXP,2021-06-30,2021-07-01,2021-10-01,63,157.53,164.13,4.19,0.44,3.75,79,8,2021
SCHW,2021-06-30,2021-07-01,2021-07-14,7,68.85,65.69,-4.58,0.58,-5.16,73,8,2021
SCHW,2021-06-30,2021-07-01,2021-08-03,21,68.85,63.08,-8.37,1.71,-10.09,73,8,2021
SCHW,2021-06-30,2021-07-01,2021-10-01,63,68.85,69.81,1.4,0.44,0.96,73,8,2021
SHOP,2021-06-30,2021-07-01,2021-07-14,7,145.8,146.3,0.34,0.58,-0.24,85,8,2021
SHOP,2021-06-30,2021-07-01,2021-08-03,21,145.8,152.26,4.43,1.71,2.71,85,8,2021
SHOP,2021-06-30,2021-07-01,2021-10-01,63,145.8,135.08,-7.36,0.44,-7.8,85,8,2021
CELH,2021-06-30,2021-07-01,2021-07-14,7,24.24,21.71,-10.45,0.58,-11.03,99,8,2021
CELH,2021-06-30,2021-07-01,2021-08-03,21,24.24,23.95,-1.21,1.71,-2.92,99,8,2021
CELH,2021-06-30,2021-07-01,2021-10-01,63,24.24,31.4,29.51,0.44,29.07,99,8,2021
LLY,2021-06-30,2021-07-01,2021-07-14,7,220.48,225.46,2.26,0.58,1.68,86,8,2021
LLY,2021-06-30,2021-07-01,2021-08-03,21,220.48,244.19,10.76,1.71,9.04,86,8,2021
LLY,2021-06-30,2021-07-01,2021-10-01,63,220.48,219.72,-0.35,0.44,-0.79,86,8,2021
VRT,2021-06-30,2021-07-01,2021-07-14,7,27.34,26.54,-2.91,0.58,-3.49,99,8,2021
VRT,2021-06-30,2021-07-01,2021-08-03,21,27.34,27.87,1.97,1.71,0.25,99,8,2021
VRT,2021-06-30,2021-07-01,2021-10-01,63,27.34,24.43,-10.63,0.44,-11.07,99,8,2021
NVDA,2021-07-21,2021-07-22,2021-08-03,7,19.53,19.75,1.13,0.28,0.85,99,8,2021
NVDA,2021-07-21,2021-07-22,2021-08-23,21,19.53,21.88,12.06,1.66,10.4,99,8,2021
NVDA,2021-07-21,2021-07-22,2021-10-21,63,19.53,22.62,15.83,3.43,12.4,99,8,2021
GOOGL,2021-07-21,2021-07-22,2021-08-03,7,127.29,134.44,5.61,0.28,5.34,76,8,2021
GOOGL,2021-07-21,2021-07-22,2021-08-23,21,127.29,138.81,9.05,1.66,7.38,76,8,2021
GOOGL,2021-07-21,2021-07-22,2021-10-21,63,127.29,140.64,10.48,3.43,7.05,76,8,2021
META,2021-07-21,2021-07-22,2021-08-03,7,348.46,348.51,0.01,0.28,-0.26,74,8,2021
META,2021-07-21,2021-07-22,2021-08-23,21,348.46,360.52,3.46,1.66,1.8,74,8,2021
META,2021-07-21,2021-07-22,2021-10-21,63,348.46,339.22,-2.65,3.43,-6.08,74,8,2021
ASML,2021-07-21,2021-07-22,2021-08-03,7,697.3,744.7,6.8,0.28,6.52,70,8,2021
ASML,2021-07-21,2021-07-22,2021-08-23,21,697.3,775.35,11.19,1.66,9.53,70,8,2021
ASML,2021-07-21,2021-07-22,2021-10-21,63,697.3,752.37,7.9,3.43,4.46,70,8,2021
HUBS,2021-07-21,2021-07-22,2021-08-03,7,587.99,583.89,-0.7,0.28,-0.97,89,8,2021
HUBS,2021-07-21,2021-07-22,2021-08-23,21,587.99,675.23,14.84,1.66,13.17,89,8,2021
HUBS,2021-07-21,2021-07-22,2021-10-21,63,587.99,802.48,36.48,3.43,33.05,89,8,2021
FTNT,2021-07-21,2021-07-22,2021-08-03,7,54.15,59.55,9.98,0.28,9.7,99,8,2021
FTNT,2021-07-21,2021-07-22,2021-08-23,21,54.15,61.5,13.58,1.66,11.92,99,8,2021
FTNT,2021-07-21,2021-07-22,2021-10-21,63,54.15,66.87,23.49,3.43,20.05,99,8,2021
NET,2021-07-21,2021-07-22,2021-08-03,7,113.77,119.57,5.1,0.28,4.82,99,8,2021
NET,2021-07-21,2021-07-22,2021-08-23,21,113.77,124.18,9.15,1.66,7.49,99,8,2021
NET,2021-07-21,2021-07-22,2021-10-21,63,113.77,182.0,59.97,3.43,56.54,99,8,2021
ADBE,2021-07-21,2021-07-22,2021-08-03,7,623.68,621.28,-0.38,0.28,-0.66,80,8,2021
ADBE,2021-07-21,2021-07-22,2021-08-23,21,623.68,656.86,5.32,1.66,3.66,80,8,2021
ADBE,2021-07-21,2021-07-22,2021-10-21,63,623.68,638.66,2.4,3.43,-1.03,80,8,2021
GS,2021-07-21,2021-07-22,2021-08-03,7,330.19,336.97,2.05,0.28,1.78,70,8,2021
GS,2021-07-21,2021-07-22,2021-08-23,21,330.19,355.65,7.71,1.66,6.05,70,8,2021
GS,2021-07-21,2021-07-22,2021-10-21,63,330.19,362.84,9.89,3.43,6.46,70,8,2021
MS,2021-07-21,2021-07-22,2021-08-03,7,81.35,82.83,1.82,0.28,1.54,81,8,2021
MS,2021-07-21,2021-07-22,2021-08-23,21,81.35,87.6,7.68,1.66,6.02,81,8,2021
MS,2021-07-21,2021-07-22,2021-10-21,63,81.35,85.99,5.7,3.43,2.27,81,8,2021
AXP,2021-07-21,2021-07-22,2021-08-03,7,161.26,159.51,-1.09,0.28,-1.36,81,8,2021
AXP,2021-07-21,2021-07-22,2021-08-23,21,161.26,151.4,-6.11,1.66,-7.78,81,8,2021
AXP,2021-07-21,2021-07-22,2021-10-21,63,161.26,167.88,4.1,3.43,0.67,81,8,2021
SHOP,2021-07-21,2021-07-22,2021-08-03,7,159.41,152.26,-4.49,0.28,-4.76,99,8,2021
SHOP,2021-07-21,2021-07-22,2021-08-23,21,159.41,148.14,-7.07,1.66,-8.73,99,8,2021
SHOP,2021-07-21,2021-07-22,2021-10-21,63,159.41,149.67,-6.11,3.43,-9.54,99,8,2021
CVNA,2021-07-21,2021-07-22,2021-08-03,7,67.05,66.47,-0.85,0.28,-1.13,79,8,2021
CVNA,2021-07-21,2021-07-22,2021-08-23,21,67.05,71.52,6.67,1.66,5.0,79,8,2021
CVNA,2021-07-21,2021-07-22,2021-10-21,63,67.05,60.35,-9.98,3.43,-13.42,79,8,2021
LLY,2021-07-21,2021-07-22,2021-08-03,7,227.5,244.19,7.34,0.28,7.06,78,8,2021
LLY,2021-07-21,2021-07-22,2021-08-23,21,227.5,256.3,12.66,1.66,11.0,78,8,2021
LLY,2021-07-21,2021-07-22,2021-10-21,63,227.5,230.8,1.45,3.43,-1.98,78,8,2021
VRT,2021-07-21,2021-07-22,2021-08-03,7,27.32,27.87,2.04,0.28,1.77,91,8,2021
VRT,2021-07-21,2021-07-22,2021-08-23,21,27.32,27.17,-0.55,1.66,-2.21,91,8,2021
VRT,2021-07-21,2021-07-22,2021-10-21,63,27.32,23.69,-13.27,3.43,-16.7,91,8,2021
NVDA,2021-08-11,2021-08-12,2021-08-24,7,19.84,21.72,9.49,0.46,9.03,99,8,2021
NVDA,2021-08-11,2021-08-12,2021-09-14,21,19.84,22.17,11.76,-0.39,12.15,99,8,2021
NVDA,2021-08-11,2021-08-12,2021-11-11,63,19.84,30.29,52.7,4.34,48.37,99,8,2021
GOOGL,2021-08-11,2021-08-12,2021-08-24,7,135.99,140.02,2.96,0.46,2.51,79,8,2021
GOOGL,2021-08-11,2021-08-12,2021-09-14,21,135.99,141.29,3.9,-0.39,4.29,79,8,2021
GOOGL,2021-08-11,2021-08-12,2021-11-11,63,135.99,144.49,6.25,4.34,1.91,79,8,2021
META,2021-08-11,2021-08-12,2021-08-24,7,359.83,362.66,0.79,0.46,0.33,75,8,2021
META,2021-08-11,2021-08-12,2021-09-14,21,359.83,373.6,3.83,-0.39,4.22,75,8,2021
META,2021-08-11,2021-08-12,2021-11-11,63,359.83,325.19,-9.63,4.34,-13.96,75,8,2021
AMD,2021-08-11,2021-08-12,2021-08-24,7,106.5,107.65,1.08,0.46,0.62,93,7,2021
AMD,2021-08-11,2021-08-12,2021-09-14,21,106.5,105.73,-0.72,-0.39,-0.33,93,7,2021
AMD,2021-08-11,2021-08-12,2021-11-11,63,106.5,146.01,37.1,4.34,32.76,93,7,2021
MRVL,2021-08-11,2021-08-12,2021-08-24,7,58.77,61.41,4.49,0.46,4.03,94,8,2021
MRVL,2021-08-11,2021-08-12,2021-09-14,21,58.77,61.17,4.08,-0.39,4.47,94,8,2021
MRVL,2021-08-11,2021-08-12,2021-11-11,63,58.77,72.15,22.77,4.34,18.43,94,8,2021
ASML,2021-08-11,2021-08-12,2021-08-24,7,746.17,769.61,3.14,0.46,2.68,95,8,2021
ASML,2021-08-11,2021-08-12,2021-09-14,21,746.17,848.39,13.7,-0.39,14.09,95,8,2021
ASML,2021-08-11,2021-08-12,2021-11-11,63,746.17,798.21,6.97,4.34,2.64,95,8,2021
MPWR,2021-08-11,2021-08-12,2021-08-24,7,446.5,468.7,4.97,0.46,4.51,99,8,2021
MPWR,2021-08-11,2021-08-12,2021-09-14,21,446.5,478.49,7.16,-0.39,7.56,99,8,2021
MPWR,2021-08-11,2021-08-12,2021-11-11,63,446.5,536.25,20.1,4.34,15.76,99,8,2021
ONTO,2021-08-11,2021-08-12,2021-08-24,7,72.76,70.0,-3.79,0.46,-4.25,90,8,2021
ONTO,2021-08-11,2021-08-12,2021-09-14,21,72.76,79.54,9.32,-0.39,9.71,90,8,2021
ONTO,2021-08-11,2021-08-12,2021-11-11,63,72.76,88.27,21.32,4.34,16.98,90,8,2021
SNOW,2021-08-11,2021-08-12,2021-08-24,7,286.28,281.37,-1.72,0.46,-2.17,72,6,2021
SNOW,2021-08-11,2021-08-12,2021-09-14,21,286.28,319.25,11.52,-0.39,11.91,72,6,2021
SNOW,2021-08-11,2021-08-12,2021-11-11,63,286.28,369.14,28.94,4.34,24.61,72,6,2021
DDOG,2021-08-11,2021-08-12,2021-08-24,7,130.28,135.48,3.99,0.46,3.53,99,8,2021
DDOG,2021-08-11,2021-08-12,2021-09-14,21,130.28,138.12,6.02,-0.39,6.41,99,8,2021
DDOG,2021-08-11,2021-08-12,2021-11-11,63,130.28,190.34,46.1,4.34,41.76,99,8,2021
HUBS,2021-08-11,2021-08-12,2021-08-24,7,665.5,672.65,1.07,0.46,0.61,99,8,2021
HUBS,2021-08-11,2021-08-12,2021-09-14,21,665.5,671.83,0.95,-0.39,1.34,99,8,2021
HUBS,2021-08-11,2021-08-12,2021-11-11,63,665.5,818.83,23.04,4.34,18.7,99,8,2021
TTD,2021-08-11,2021-08-12,2021-08-24,7,85.61,80.62,-5.83,0.46,-6.29,98,7,2021
TTD,2021-08-11,2021-08-12,2021-09-14,21,85.61,70.83,-17.26,-0.39,-16.87,98,7,2021
TTD,2021-08-11,2021-08-12,2021-11-11,63,85.61,91.55,6.94,4.34,2.6,98,7,2021
