ticker,scan_date,entry_date,exit_date,hold_days,entry,exit,return_pct,spy_ret,alpha,rs,score,year
MELI,2025-03-26,2025-03-27,2025-06-30,63,2095.85,2613.63,24.71,11.52,13.18,77,8,2025
SHOP,2025-03-26,2025-03-27,2025-04-08,7,102.52,77.09,-24.8,-10.65,-14.15,72,7,2025
SHOP,2025-03-26,2025-03-27,2025-04-29,21,102.52,98.92,-3.51,-0.24,-3.27,72,7,2025
SHOP,2025-03-26,2025-03-27,2025-06-30,63,102.52,115.35,12.51,11.52,0.99,72,7,2025
UBER,2025-03-26,2025-03-27,2025-04-08,7,74.86,65.07,-13.08,-10.65,-2.43,79,8,2025
UBER,2025-03-26,2025-03-27,2025-04-29,21,74.86,79.42,6.09,-0.24,6.33,79,8,2025
UBER,2025-03-26,2025-03-27,2025-06-30,63,74.86,93.3,24.63,11.52,13.11,79,8,2025
VRTX,2025-03-26,2025-03-27,2025-04-08,7,502.55,472.37,-6.01,-10.65,4.65,91,7,2025
VRTX,2025-03-26,2025-03-27,2025-04-29,21,502.55,503.5,0.19,-0.24,0.43,91,7,2025
VRTX,2025-03-26,2025-03-27,2025-06-30,63,502.55,445.2,-11.41,11.52,-22.93,91,7,2025
SPOT,2025-03-26,2025-03-27,2025-04-08,7,580.22,518.35,-10.66,-10.65,-0.01,99,8,2025
SPOT,2025-03-26,2025-03-27,2025-04-29,21,580.22,576.94,-0.57,-0.24,-0.32,99,8,2025
SPOT,2025-03-26,2025-03-27,2025-06-30,63,580.22,767.34,32.25,11.52,20.73,99,8,2025
MSTR,2025-03-26,2025-03-27,2025-04-08,7,324.59,237.95,-26.69,-10.65,-16.04,99,7,2025
MSTR,2025-03-26,2025-03-27,2025-04-29,21,324.59,381.45,17.52,-0.24,17.76,99,7,2025
MSTR,2025-03-26,2025-03-27,2025-06-30,63,324.59,404.23,24.54,11.52,13.01,99,7,2025
PLTR,2025-04-16,2025-04-17,2025-04-30,7,93.78,118.44,26.3,7.91,18.38,99,6,2025
PLTR,2025-04-16,2025-04-17,2025-05-20,21,93.78,125.59,33.92,15.37,18.55,99,6,2025
PLTR,2025-04-16,2025-04-17,2025-07-22,63,93.78,149.07,58.96,22.74,36.22,99,6,2025
NFLX,2025-04-16,2025-04-17,2025-04-30,7,97.3,113.17,16.31,7.91,8.4,99,8,2025
NFLX,2025-04-16,2025-04-17,2025-05-20,21,97.3,119.2,22.51,15.37,7.14,99,8,2025
NFLX,2025-04-16,2025-04-17,2025-07-22,63,97.3,119.01,22.31,22.74,-0.43,99,8,2025
CRWD,2025-04-16,2025-04-17,2025-04-30,7,375.62,428.87,14.18,7.91,6.26,94,6,2025
CRWD,2025-04-16,2025-04-17,2025-05-20,21,375.62,442.25,17.74,15.37,2.37,94,6,2025
CRWD,2025-04-16,2025-04-17,2025-07-22,63,375.62,471.23,25.45,22.74,2.72,94,6,2025
FTNT,2025-04-16,2025-04-17,2025-04-30,7,96.13,103.76,7.94,7.91,0.02,87,7,2025
FTNT,2025-04-16,2025-04-17,2025-05-20,21,96.13,104.79,9.01,15.37,-6.36,87,7,2025
FTNT,2025-04-16,2025-04-17,2025-07-22,63,96.13,104.81,9.03,22.74,-13.71,87,7,2025
ZS,2025-04-16,2025-04-17,2025-04-30,7,201.09,226.17,12.47,7.91,4.56,81,8,2025
ZS,2025-04-16,2025-04-17,2025-05-20,21,201.09,251.95,25.29,15.37,9.92,81,8,2025
ZS,2025-04-16,2025-04-17,2025-07-22,63,201.09,285.71,42.08,22.74,19.34,81,8,2025
V,2025-04-16,2025-04-17,2025-04-30,7,326.48,342.22,4.82,7.91,-3.09,91,7,2025
V,2025-04-16,2025-04-17,2025-05-20,21,326.48,363.97,11.48,15.37,-3.89,91,7,2025
V,2025-04-16,2025-04-17,2025-07-22,63,326.48,349.1,6.93,22.74,-15.81,91,7,2025
MA,2025-04-16,2025-04-17,2025-04-30,7,514.29,544.84,5.94,7.91,-1.97,70,6,2025
MA,2025-04-16,2025-04-17,2025-05-20,21,514.29,577.7,12.33,15.37,-3.04,70,6,2025
MA,2025-04-16,2025-04-17,2025-07-22,63,514.29,556.23,8.15,22.74,-14.58,70,6,2025
SCHW,2025-04-16,2025-04-17,2025-04-30,7,74.96,80.12,6.89,7.91,-1.02,84,7,2025
SCHW,2025-04-16,2025-04-17,2025-05-20,21,74.96,88.06,17.49,15.37,2.12,84,7,2025
SCHW,2025-04-16,2025-04-17,2025-07-22,63,74.96,94.2,25.67,22.74,2.93,84,7,2025
COST,2025-04-16,2025-04-17,2025-04-30,7,987.65,987.65,0.0,7.91,-7.91,83,7,2025
COST,2025-04-16,2025-04-17,2025-05-20,21,987.65,1031.02,4.39,15.37,-10.98,83,7,2025
COST,2025-04-16,2025-04-17,2025-07-22,63,987.65,936.34,-5.19,22.74,-27.93,83,7,2025
MELI,2025-04-16,2025-04-17,2025-04-30,7,2099.37,2330.85,11.03,7.91,3.11,85,8,2025
MELI,2025-04-16,2025-04-17,2025-05-20,21,2099.37,2579.21,22.86,15.37,7.49,85,8,2025
MELI,2025-04-16,2025-04-17,2025-07-22,63,2099.37,2384.72,13.59,22.74,-9.14,85,8,2025
UBER,2025-04-16,2025-04-17,2025-04-30,7,75.24,81.01,7.67,7.91,-0.24,70,7,2025
UBER,2025-04-16,2025-04-17,2025-05-20,21,75.24,91.87,22.1,15.37,6.74,70,7,2025
UBER,2025-04-16,2025-04-17,2025-07-22,63,75.24,91.79,22.0,22.74,-0.74,70,7,2025
VRTX,2025-04-16,2025-04-17,2025-04-30,7,489.1,509.5,4.17,7.91,-3.74,88,6,2025
VRTX,2025-04-16,2025-04-17,2025-05-20,21,489.1,447.18,-8.57,15.37,-23.94,88,6,2025
VRTX,2025-04-16,2025-04-17,2025-07-22,63,489.1,470.13,-3.88,22.74,-26.62,88,6,2025
SPOT,2025-04-16,2025-04-17,2025-04-30,7,574.25,613.98,6.92,7.91,-0.99,99,7,2025
SPOT,2025-04-16,2025-04-17,2025-05-20,21,574.25,658.61,14.69,15.37,-0.68,99,7,2025
SPOT,2025-04-16,2025-04-17,2025-07-22,63,574.25,675.74,17.67,22.74,-5.06,99,7,2025
MSTR,2025-04-16,2025-04-17,2025-04-30,7,317.2,380.11,19.83,7.91,11.92,98,7,2025
MSTR,2025-04-16,2025-04-17,2025-05-20,21,317.2,416.92,31.44,15.37,16.07,98,7,2025
MSTR,2025-04-16,2025-04-17,2025-07-22,63,317.2,426.4,34.43,22.74,11.69,98,7,2025
PLTR,2025-05-07,2025-05-08,2025-05-20,7,119.15,125.59,5.4,5.05,0.35,99,8,2025
PLTR,2025-05-07,2025-05-08,2025-06-10,21,119.15,132.81,11.46,6.86,4.6,99,8,2025
PLTR,2025-05-07,2025-05-08,2025-08-11,63,119.15,182.68,53.32,13.02,40.3,99,8,2025
NFLX,2025-05-07,2025-05-08,2025-05-20,7,114.44,119.2,4.16,5.05,-0.89,99,8,2025
NFLX,2025-05-07,2025-05-08,2025-06-10,21,114.44,120.36,5.17,6.86,-1.69,99,8,2025
NFLX,2025-05-07,2025-05-08,2025-08-11,63,114.44,121.83,6.46,13.02,-6.56,99,8,2025
CRWD,2025-05-07,2025-05-08,2025-05-20,7,428.63,442.25,3.18,5.05,-1.87,92,8,2025
CRWD,2025-05-07,2025-05-08,2025-06-10,21,428.63,467.65,9.1,6.86,2.24,92,8,2025
CRWD,2025-05-07,2025-05-08,2025-08-11,63,428.63,426.43,-0.51,13.02,-13.53,92,8,2025
FTNT,2025-05-07,2025-05-08,2025-05-20,7,97.74,104.79,7.21,5.05,2.16,89,8,2025
FTNT,2025-05-07,2025-05-08,2025-06-10,21,97.74,101.63,3.98,6.86,-2.88,89,8,2025
FTNT,2025-05-07,2025-05-08,2025-08-11,63,97.74,74.57,-23.71,13.02,-36.72,89,8,2025
ZS,2025-05-07,2025-05-08,2025-05-20,7,233.15,251.95,8.06,5.05,3.01,98,8,2025
ZS,2025-05-07,2025-05-08,2025-06-10,21,233.15,297.97,27.8,6.86,20.94,98,8,2025
ZS,2025-05-07,2025-05-08,2025-08-11,63,233.15,271.18,16.31,13.02,3.29,98,8,2025
NET,2025-05-07,2025-05-08,2025-05-20,7,124.31,157.42,26.64,5.05,21.58,71,7,2025
NET,2025-05-07,2025-05-08,2025-06-10,21,124.31,179.34,44.27,6.86,37.4,71,7,2025
NET,2025-05-07,2025-05-08,2025-08-11,63,124.31,201.17,61.83,13.02,48.81,71,7,2025
V,2025-05-07,2025-05-08,2025-05-20,7,347.94,363.97,4.61,5.05,-0.45,76,8,2025
V,2025-05-07,2025-05-08,2025-06-10,21,347.94,367.79,5.71,6.86,-1.16,76,8,2025
V,2025-05-07,2025-05-08,2025-08-11,63,347.94,333.27,-4.22,13.02,-17.23,76,8,2025
SCHW,2025-05-07,2025-05-08,2025-05-20,7,83.05,88.06,6.04,5.05,0.99,78,8,2025
SCHW,2025-05-07,2025-05-08,2025-06-10,21,83.05,87.16,4.96,6.86,-1.91,78,8,2025
SCHW,2025-05-07,2025-05-08,2025-08-11,63,83.05,96.68,16.42,13.02,3.4,78,8,2025
BKNG,2025-05-07,2025-05-08,2025-05-20,7,204.53,210.28,2.82,5.05,-2.24,79,7,2025
BKNG,2025-05-07,2025-05-08,2025-06-10,21,204.53,217.68,6.43,6.86,-0.43,79,7,2025
BKNG,2025-05-07,2025-05-08,2025-08-11,63,204.53,212.77,4.03,13.02,-8.99,79,7,2025
MELI,2025-05-07,2025-05-08,2025-05-20,7,2410.0,2579.21,7.02,5.05,1.97,84,8,2025
MELI,2025-05-07,2025-05-08,2025-06-10,21,2410.0,2396.44,-0.56,6.86,-7.43,84,8,2025
MELI,2025-05-07,2025-05-08,2025-08-11,63,2410.0,2292.04,-4.89,13.02,-17.91,84,8,2025
UBER,2025-05-07,2025-05-08,2025-05-20,7,82.3,91.87,11.63,5.05,6.58,99,8,2025
UBER,2025-05-07,2025-05-08,2025-06-10,21,82.3,86.39,4.97,6.86,-1.9,99,8,2025
UBER,2025-05-07,2025-05-08,2025-08-11,63,82.3,90.58,10.06,13.02,-2.96,99,8,2025
DUOL,2025-05-07,2025-05-08,2025-05-20,7,503.57,525.73,4.4,5.05,-0.65,99,8,2025
DUOL,2025-05-07,2025-05-08,2025-06-10,21,503.57,486.02,-3.49,6.86,-10.35,99,8,2025
DUOL,2025-05-07,2025-05-08,2025-08-11,63,503.57,340.59,-32.36,13.02,-45.38,99,8,2025
CVNA,2025-05-07,2025-05-08,2025-05-20,7,57.11,60.46,5.87,5.05,0.82,71,7,2025
CVNA,2025-05-07,2025-05-08,2025-06-10,21,57.11,67.7,18.55,6.86,11.69,71,7,2025
CVNA,2025-05-07,2025-05-08,2025-08-11,63,57.11,69.05,20.92,13.02,7.9,71,7,2025
RKLB,2025-05-07,2025-05-08,2025-05-20,7,23.1,26.0,12.55,5.05,7.5,79,6,2025
RKLB,2025-05-07,2025-05-08,2025-06-10,21,23.1,27.17,17.62,6.86,10.75,79,6,2025
RKLB,2025-05-07,2025-05-08,2025-08-11,63,23.1,45.02,94.89,13.02,81.87,79,6,2025
SPOT,2025-05-07,2025-05-08,2025-05-20,7,655.26,658.61,0.51,5.05,-4.54,99,8,2025
SPOT,2025-05-07,2025-05-08,2025-06-10,21,655.26,693.32,5.81,6.86,-1.06,99,8,2025
SPOT,2025-05-07,2025-05-08,2025-08-11,63,655.26,689.23,5.18,13.02,-7.83,99,8,2025
EA,2025-05-07,2025-05-08,2025-05-20,7,154.85,151.13,-2.4,5.05,-7.45,84,6,2025
EA,2025-05-07,2025-05-08,2025-06-10,21,154.85,146.58,-5.34,6.86,-12.2,84,6,2025
EA,2025-05-07,2025-05-08,2025-08-11,63,154.85,175.42,13.28,13.02,0.27,84,6,2025
MSTR,2025-05-07,2025-05-08,2025-05-20,7,414.38,416.92,0.61,5.05,-4.44,99,7,2025
MSTR,2025-05-07,2025-05-08,2025-06-10,21,414.38,391.18,-5.6,6.86,-12.46,99,7,2025
MSTR,2025-05-07,2025-05-08,2025-08-11,63,414.38,400.25,-3.41,13.02,-16.43,99,7,2025
AVGO,2025-05-28,2025-05-29,2025-06-10,7,240.03,242.66,1.1,2.32,-1.22,99,7,2025
AVGO,2025-05-28,2025-05-29,2025-07-01,21,240.03,263.23,9.67,5.1,4.56,99,7,2025
AVGO,2025-05-28,2025-05-29,2025-08-29,63,240.03,295.69,23.19,9.77,13.43,99,7,2025
TSLA,2025-05-28,2025-05-29,2025-06-10,7,358.43,326.09,-9.02,2.32,-11.35,82,6,2025
TSLA,2025-05-28,2025-05-29,2025-07-01,21,358.43,300.71,-16.1,5.1,-21.21,82,6,2025
TSLA,2025-05-28,2025-05-29,2025-08-29,63,358.43,333.87,-6.85,9.77,-16.62,82,6,2025
PLTR,2025-05-28,2025-05-29,2025-06-10,7,122.32,132.81,8.58,2.32,6.25,99,8,2025
PLTR,2025-05-28,2025-05-29,2025-07-01,21,122.32,130.68,6.83,5.1,1.73,99,8,2025
PLTR,2025-05-28,2025-05-29,2025-08-29,63,122.32,156.71,28.11,9.77,18.35,99,8,2025
NFLX,2025-05-28,2025-05-29,2025-06-10,7,118.49,120.36,1.58,2.32,-0.74,99,8,2025
NFLX,2025-05-28,2025-05-29,2025-07-01,21,118.49,129.36,9.18,5.1,4.07,99,8,2025
NFLX,2025-05-28,2025-05-29,2025-08-29,63,118.49,120.82,1.97,9.77,-7.79,99,8,2025
KLAC,2025-05-28,2025-05-29,2025-06-10,7,76.9,85.11,10.67,2.32,8.35,76,6,2025
KLAC,2025-05-28,2025-05-29,2025-07-01,21,76.9,89.31,16.13,5.1,11.03,76,6,2025
KLAC,2025-05-28,2025-05-29,2025-08-29,63,76.9,86.83,12.91,9.77,3.14,76,6,2025
CRWD,2025-05-28,2025-05-29,2025-06-10,7,458.81,467.65,1.93,2.32,-0.4,98,8,2025
CRWD,2025-05-28,2025-05-29,2025-07-01,21,458.81,492.07,7.25,5.1,2.14,98,8,2025
CRWD,2025-05-28,2025-05-29,2025-08-29,63,458.81,423.7,-7.65,9.77,-17.42,98,8,2025
SNOW,2025-05-28,2025-05-29,2025-06-10,7,202.31,208.24,2.93,2.32,0.61,83,8,2025
SNOW,2025-05-28,2025-05-29,2025-07-01,21,202.31,215.97,6.75,5.1,1.65,83,8,2025
SNOW,2025-05-28,2025-05-29,2025-08-29,63,202.31,238.66,17.97,9.77,8.2,83,8,2025
ZS,2025-05-28,2025-05-29,2025-06-10,7,251.11,297.97,18.66,2.32,16.34,99,8,2025
ZS,2025-05-28,2025-05-29,2025-07-01,21,251.11,307.32,22.38,5.1,17.28,99,8,2025
ZS,2025-05-28,2025-05-29,2025-08-29,63,251.11,277.05,10.33,9.77,0.56,99,8,2025
NET,2025-05-28,2025-05-29,2025-06-10,7,164.16,179.34,9.25,2.32,6.92,99,8,2025
NET,2025-05-28,2025-05-29,2025-07-01,21,164.16,184.95,12.66,5.1,7.56,99,8,2025
NET,2025-05-28,2025-05-29,2025-08-29,63,164.16,208.71,27.14,9.77,17.37,99,8,2025
SCHW,2025-05-28,2025-05-29,2025-06-10,7,86.66,87.16,0.58,2.32,-1.74,73,8,2025
SCHW,2025-05-28,2025-05-29,2025-07-01,21,86.66,90.03,3.89,5.1,-1.22,73,8,2025
SCHW,2025-05-28,2025-05-29,2025-08-29,63,86.66,94.91,9.51,9.77,-0.25,73,8,2025
MELI,2025-05-28,2025-05-29,2025-06-10,7,2545.49,2396.44,-5.86,2.32,-8.18,94,8,2025
MELI,2025-05-28,2025-05-29,2025-07-01,21,2545.49,2501.4,-1.73,5.1,-6.84,94,8,2025
MELI,2025-05-28,2025-05-29,2025-08-29,63,2545.49,2472.91,-2.85,9.77,-12.62,94,8,2025
UBER,2025-05-28,2025-05-29,2025-06-10,7,84.3,86.39,2.48,2.32,0.16,92,7,2025
UBER,2025-05-28,2025-05-29,2025-07-01,21,84.3,92.13,9.29,5.1,4.18,92,7,2025
UBER,2025-05-28,2025-05-29,2025-08-29,63,84.3,93.75,11.21,9.77,1.44,92,7,2025
RBLX,2025-05-28,2025-05-29,2025-06-10,7,84.79,93.72,10.53,2.32,8.21,99,8,2025
RBLX,2025-05-28,2025-05-29,2025-07-01,21,84.79,100.65,18.71,5.1,13.6,99,8,2025
RBLX,2025-05-28,2025-05-29,2025-08-29,63,84.79,124.59,46.94,9.77,37.17,99,8,2025
DUOL,2025-05-28,2025-05-29,2025-06-10,7,513.39,486.02,-5.33,2.32,-7.65,99,8,2025
DUOL,2025-05-28,2025-05-29,2025-07-01,21,513.39,403.06,-21.49,5.1,-26.6,99,8,2025
DUOL,2025-05-28,2025-05-29,2025-08-29,63,513.39,297.86,-41.98,9.77,-51.75,99,8,2025
CVNA,2025-05-28,2025-05-29,2025-06-10,7,63.93,67.7,5.9,2.32,3.57,99,8,2025
CVNA,2025-05-28,2025-05-29,2025-07-01,21,63.93,67.65,5.82,5.1,0.72,99,8,2025
CVNA,2025-05-28,2025-05-29,2025-08-29,63,63.93,74.38,16.35,9.77,6.59,99,8,2025
RKLB,2025-05-28,2025-05-29,2025-06-10,7,27.35,27.17,-0.66,2.32,-2.98,98,7,2025
RKLB,2025-05-28,2025-05-29,2025-07-01,21,27.35,34.33,25.52,5.1,20.42,98,7,2025
RKLB,2025-05-28,2025-05-29,2025-08-29,63,27.35,48.6,77.7,9.77,67.93,98,7,2025
CLS,2025-05-28,2025-05-29,2025-06-10,7,116.37,121.51,4.42,2.32,2.09,81,7,2025
CLS,2025-05-28,2025-05-29,2025-07-01,21,116.37,148.91,27.96,5.1,22.86,81,7,2025
CLS,2025-05-28,2025-05-29,2025-08-29,63,116.37,194.75,67.35,9.77,57.59,81,7,2025
SPOT,2025-05-28,2025-05-29,2025-06-10,7,636.67,693.32,8.9,2.32,6.58,96,8,2025
SPOT,2025-05-28,2025-05-29,2025-07-01,21,636.67,722.35,13.46,5.1,8.35,96,8,2025
SPOT,2025-05-28,2025-05-29,2025-08-29,63,636.67,681.88,7.1,9.77,-2.67,96,8,2025
MSTR,2025-05-28,2025-05-29,2025-06-10,7,370.63,391.18,5.54,2.32,3.22,90,8,2025
MSTR,2025-05-28,2025-05-29,2025-07-01,21,370.63,373.3,0.72,5.1,-4.38,90,8,2025
MSTR,2025-05-28,2025-05-29,2025-08-29,63,370.63,334.41,-9.77,9.77,-19.54,90,8,2025
NVDA,2025-06-18,2025-06-20,2025-07-02,7,143.66,157.04,9.32,3.38,5.93,78,7,2025
NVDA,2025-06-18,2025-06-20,2025-07-23,21,143.66,170.55,18.72,5.68,13.05,78,7,2025
NVDA,2025-06-18,2025-06-20,2025-09-22,63,143.66,183.38,27.65,11.42,16.23,78,7,2025
MSFT,2025-06-18,2025-06-20,2025-07-02,7,473.62,487.2,2.87,3.38,-0.51,78,8,2025
MSFT,2025-06-18,2025-06-20,2025-07-23,21,473.62,501.86,5.96,5.68,0.29,78,8,2025
MSFT,2025-06-18,2025-06-20,2025-09-22,63,473.62,511.21,7.94,11.42,-3.48,78,8,2025
META,2025-06-18,2025-06-20,2025-07-02,7,680.75,711.9,4.58,3.38,1.19,76,7,2025
META,2025-06-18,2025-06-20,2025-07-23,21,680.75,711.91,4.58,5.68,-1.1,76,7,2025
META,2025-06-18,2025-06-20,2025-09-22,63,680.75,763.88,12.21,11.42,0.79,76,7,2025
AVGO,2025-06-18,2025-06-20,2025-07-02,7,248.56,268.36,7.96,3.38,4.58,88,8,2025
AVGO,2025-06-18,2025-06-20,2025-07-23,21,248.56,282.07,13.48,5.68,7.81,88,8,2025
AVGO,2025-06-18,2025-06-20,2025-09-22,63,248.56,337.44,35.75,11.42,24.33,88,8,2025
PLTR,2025-06-18,2025-06-20,2025-07-02,7,137.3,132.12,-3.77,3.38,-7.16,99,8,2025
PLTR,2025-06-18,2025-06-20,2025-07-23,21,137.3,154.63,12.62,5.68,6.95,99,8,2025
PLTR,2025-06-18,2025-06-20,2025-09-22,63,137.3,179.33,30.61,11.42,19.19,99,8,2025
NFLX,2025-06-18,2025-06-20,2025-07-02,7,123.14,128.49,4.34,3.38,0.96,99,8,2025
NFLX,2025-06-18,2025-06-20,2025-07-23,21,123.14,117.68,-4.44,5.68,-10.11,99,8,2025
NFLX,2025-06-18,2025-06-20,2025-09-22,63,123.14,122.74,-0.33,11.42,-11.75,99,8,2025
MU,2025-06-18,2025-06-20,2025-07-02,7,123.3,121.45,-1.5,3.38,-4.89,82,6,2025
MU,2025-06-18,2025-06-20,2025-07-23,21,123.3,109.67,-11.06,5.68,-16.73,82,6,2025
MU,2025-06-18,2025-06-20,2025-09-22,63,123.3,164.38,33.31,11.42,21.89,82,6,2025
KLAC,2025-06-18,2025-06-20,2025-07-02,7,84.46,91.52,8.36,3.38,4.98,96,7,2025
KLAC,2025-06-18,2025-06-20,2025-07-23,21,84.46,89.13,5.54,5.68,-0.14,96,7,2025
KLAC,2025-06-18,2025-06-20,2025-09-22,63,84.46,106.67,26.3,11.42,14.88,96,7,2025
LRCX,2025-06-18,2025-06-20,2025-07-02,7,90.06,98.36,9.22,3.38,5.83,83,7,2025
LRCX,2025-06-18,2025-06-20,2025-07-23,21,90.06,96.63,7.3,5.68,1.63,83,7,2025
LRCX,2025-06-18,2025-06-20,2025-09-22,63,90.06,131.56,46.09,11.42,34.67,83,7,2025
CRWD,2025-06-18,2025-06-20,2025-07-02,7,476.3,496.1,4.16,3.38,0.77,99,8,2025
CRWD,2025-06-18,2025-06-20,2025-07-23,21,476.3,461.52,-3.1,5.68,-8.78,99,8,2025
CRWD,2025-06-18,2025-06-20,2025-09-22,63,476.3,493.14,3.54,11.42,-7.88,99,8,2025
SNOW,2025-06-18,2025-06-20,2025-07-02,7,211.99,217.34,2.52,3.38,-0.86,99,8,2025
SNOW,2025-06-18,2025-06-20,2025-07-23,21,211.99,212.56,0.27,5.68,-5.41,99,8,2025
SNOW,2025-06-18,2025-06-20,2025-09-22,63,211.99,229.54,8.28,11.42,-3.14,99,8,2025
ZS,2025-06-18,2025-06-20,2025-07-02,7,302.94,309.33,2.11,3.38,-1.27,99,8,2025
ZS,2025-06-18,2025-06-20,2025-07-23,21,302.94,283.37,-6.46,5.68,-12.14,99,8,2025
ZS,2025-06-18,2025-06-20,2025-09-22,63,302.94,291.57,-3.75,11.42,-15.17,99,8,2025
NET,2025-06-18,2025-06-20,2025-07-02,7,179.3,185.64,3.54,3.38,0.15,99,8,2025
NET,2025-06-18,2025-06-20,2025-07-23,21,179.3,189.15,5.49,5.68,-0.18,99,8,2025
NET,2025-06-18,2025-06-20,2025-09-22,63,179.3,228.28,27.32,11.42,15.9,99,8,2025
COIN,2025-06-18,2025-06-20,2025-07-02,7,308.38,354.45,14.94,3.38,11.56,86,7,2025
COIN,2025-06-18,2025-06-20,2025-07-23,21,308.38,397.81,29.0,5.68,23.32,86,7,2025
COIN,2025-06-18,2025-06-20,2025-09-22,63,308.38,331.95,7.64,11.42,-3.78,86,7,2025
SCHW,2025-06-18,2025-06-20,2025-07-02,7,88.09,90.2,2.39,3.38,-0.99,72,8,2025
SCHW,2025-06-18,2025-06-20,2025-07-23,21,88.09,93.96,6.66,5.68,0.98,72,8,2025
SCHW,2025-06-18,2025-06-20,2025-09-22,63,88.09,93.51,6.15,11.42,-5.27,72,8,2025
MELI,2025-06-18,2025-06-20,2025-07-02,7,2403.81,2472.05,2.84,3.38,-0.54,88,8,2025
MELI,2025-06-18,2025-06-20,2025-07-23,21,2403.81,2394.43,-0.39,5.68,-6.07,88,8,2025
MELI,2025-06-18,2025-06-20,2025-09-22,63,2403.81,2460.66,2.36,11.42,-9.06,88,8,2025
UBER,2025-06-18,2025-06-20,2025-07-02,7,83.78,92.05,9.87,3.38,6.49,92,7,2025
UBER,2025-06-18,2025-06-20,2025-07-23,21,83.78,89.94,7.35,5.68,1.68,92,7,2025
UBER,2025-06-18,2025-06-20,2025-09-22,63,83.78,99.39,18.63,11.42,7.21,92,7,2025
RBLX,2025-06-18,2025-06-20,2025-07-02,7,102.09,102.4,0.3,3.38,-3.08,99,8,2025
RBLX,2025-06-18,2025-06-20,2025-07-23,21,102.09,118.63,16.2,5.68,10.53,99,8,2025
RBLX,2025-06-18,2025-06-20,2025-09-22,63,102.09,136.84,34.04,11.42,22.62,99,8,2025
DUOL,2025-06-18,2025-06-20,2025-07-02,7,471.57,397.0,-15.81,3.38,-19.2,99,8,2025
DUOL,2025-06-18,2025-06-20,2025-07-23,21,471.57,359.79,-23.7,5.68,-29.38,99,8,2025
DUOL,2025-06-18,2025-06-20,2025-09-22,63,471.57,309.34,-34.4,11.42,-45.82,99,8,2025
WING,2025-06-18,2025-06-20,2025-07-02,7,347.9,324.33,-6.77,3.38,-10.16,99,6,2025
WING,2025-06-18,2025-06-20,2025-07-23,21,347.9,317.34,-8.78,5.68,-14.46,99,6,2025
WING,2025-06-18,2025-06-20,2025-09-22,63,347.9,254.53,-26.84,11.42,-38.26,99,6,2025
CVNA,2025-06-18,2025-06-20,2025-07-02,7,63.98,68.68,7.35,3.38,3.96,99,8,2025
CVNA,2025-06-18,2025-06-20,2025-07-23,21,63.98,68.6,7.22,5.68,1.55,99,8,2025
CVNA,2025-06-18,2025-06-20,2025-09-22,63,63.98,78.17,22.18,11.42,10.76,99,8,2025
RKLB,2025-06-18,2025-06-20,2025-07-02,7,30.04,35.68,18.77,3.38,15.39,93,8,2025
RKLB,2025-06-18,2025-06-20,2025-07-23,21,30.04,49.15,63.62,5.68,57.94,93,8,2025
RKLB,2025-06-18,2025-06-20,2025-09-22,63,30.04,49.81,65.81,11.42,54.39,93,8,2025
VRT,2025-06-18,2025-06-20,2025-07-02,7,118.43,124.22,4.88,3.38,1.5,79,7,2025
VRT,2025-06-18,2025-06-20,2025-07-23,21,118.43,130.07,9.83,5.68,4.15,79,7,2025
VRT,2025-06-18,2025-06-20,2025-09-22,63,118.43,151.87,28.23,11.42,16.81,79,7,2025
CLS,2025-06-18,2025-06-20,2025-07-02,7,135.23,154.9,14.55,3.38,11.16,99,8,2025
CLS,2025-06-18,2025-06-20,2025-07-23,21,135.23,168.79,24.82,5.68,19.14,99,8,2025
CLS,2025-06-18,2025-06-20,2025-09-22,63,135.23,254.79,88.41,11.42,76.99,99,8,2025
SPOT,2025-06-18,2025-06-20,2025-07-02,7,707.42,709.5,0.29,3.38,-3.09,99,8,2025
SPOT,2025-06-18,2025-06-20,2025-07-23,21,707.42,674.46,-4.66,5.68,-10.33,99,8,2025
SPOT,2025-06-18,2025-06-20,2025-09-22,63,707.42,738.53,4.4,11.42,-7.02,99,8,2025
NVDA,2025-07-09,2025-07-10,2025-07-22,7,163.88,166.81,1.79,0.84,0.95,99,7,2025
NVDA,2025-07-09,2025-07-10,2025-08-11,21,163.88,181.82,10.94,1.97,8.97,99,7,2025
NVDA,2025-07-09,2025-07-10,2025-10-09,63,163.88,192.32,17.36,7.92,9.43,99,7,2025
MSFT,2025-07-09,2025-07-10,2025-07-22,7,497.51,501.27,0.76,0.84,-0.08,80,8,2025
MSFT,2025-07-09,2025-07-10,2025-08-11,21,497.51,517.64,4.05,1.97,2.07,80,8,2025
MSFT,2025-07-09,2025-07-10,2025-10-09,63,497.51,519.11,4.34,7.92,-3.58,80,8,2025
META,2025-07-09,2025-07-10,2025-07-22,7,725.54,703.16,-3.08,0.84,-3.92,83,8,2025
META,2025-07-09,2025-07-10,2025-08-11,21,725.54,764.08,5.31,1.97,3.34,83,8,2025
META,2025-07-09,2025-07-10,2025-10-09,63,725.54,732.29,0.93,7.92,-6.99,83,8,2025
AVGO,2025-07-09,2025-07-10,2025-07-22,7,273.83,277.0,1.16,0.84,0.32,99,8,2025
AVGO,2025-07-09,2025-07-10,2025-08-11,21,273.83,302.17,10.35,1.97,8.38,99,8,2025
